id,title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,new_development_cost,new_marketing_cost,new_production_cost,development_cost,marketing_cost,production_cost,release_year,release_date
1690,FATAL FURY™ BATTLE ARCHIVES VOL.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,96972618,41559693,138532311,2017,20170327
1691,Raging Loop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,75241525,32246368,107487894,96463494,41341498,137804992,2019,20191022
1692,ACA NEOGEO THE KING OF FIGHTERS '99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,86590447,37110191,123700638,2018,20180405
1693,Death's Gambit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,T,57552601,24665400,82218001,73785386,31622308,105407694,2020,20200212
1694,The Legend of Heroes: Trails of Cold Steel III,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,59621663,25552142,85173805,76438030,32759156,109197186,2019,20191029
1695,Space Hulk: Deathwing - Enhanced Edition,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,74828090,32069182,106897272,2018,20180522
1696,Damascus Gear: Operation Osaka ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,84499578,36214105,120713683,2018,20180306
1697,Real Heroes: Firefighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ET,68984382,29564735,98549117,88441515,37903507,126345022,2020,20200225
1698,THE MIDNIGHT SANCTUARY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,78425288,33610838,112036125,2018,20181004
1699,Arcade Archives ARGUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,81252156,34822352,116074508,2018,20180830
1700,Hand of the Gods: SMITE Tactics,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T,-1,-1,-1,97789860,41909940,139699800,2018,20180220
1701,Hungry Shark World,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,78707116,33731621,112438737,2018,20180717
1702,The Catch: Carp & Coarse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,68840537,29503087,98343625,88257099,37824471,126081570,2020,20200630
1703,Haimrik,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,84327339,36140288,120467627,2018,20180606
1704,Immortal Realms: Vampire Wars,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,69013619,29577265,98590885,88478999,37919571,126398570,2020,20200828
1705,Race with Ryan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,75040724,32160310,107201034,96206056,41231167,137437223,2019,20191101
1706,Shenmue I & II,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,86046547,36877092,122923639,2018,20181122
1707,Disney Classic Games: Aladdin and The Lion King,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,59221709,25380732,84602441,75925268,32539400,108464668,2019,20191025
1708,Mafia: Definitive Edition,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,74180413,31791606,105972018,95103093,40758469,135861562,2020,20200924
1709,Banner Saga 3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,80692001,34582286,115274287,2018,20180726
1710,Super Mega Baseball 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,88929904,38112816,127042720,2018,20180501
1711,Rogue Trooper Redux,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,82191745,35225034,117416779,2017,20171017
1712,Beat Saber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,93010528,39861655,132872183,2018,20180501
1713,Blightbound,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,70582734,30249743,100832477,90490684,38781722,129272406,2021,20210727
1714,LEGO Marvel Super Heroes 2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,90963848,38984506,129948354,2017,20171114
1715,Shadows of Adam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,T,72665194,31142226,103807420,93160505,39925931,133086436,2021,20210615
1716,AeternoBlade II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,73492147,31496634,104988781,94220701,40380300,134601001,2019,20191011
1717,The Sims™ 4 Nifty Knitting,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,66222932,28381257,94604189,84901195,36386227,121287422,2020,20200728
1718,Siralim,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ET,-1,-1,-1,75807346,32488862,108296208,2015,20150424
1719,ADK DAMASHII,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,77497509,33213218,110710727,2017,20170301
1720,Ticket to Ride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,80577554,34533238,115110792,2008,20080625
1721,Madden NFL 20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,73220428,31380183,104600611,93872343,40231004,134103347,2019,20190802
1722,Speed 3: Grand Prix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E,78899168,33813929,112713097,101152779,43351191,144503970,2020,20201106
1723,Dungeon Rushers,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ET,-1,-1,-1,79889226,34238240,114127466,2018,20180525
1724,Assassin's Creed Odyssey ,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,M,78027052,33440165,111467217,100034682,42872006,142906688,2020,20201112
1725,Wordhunters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,100238438,42959330,143197768,2018,20181114
1726,PAW Patrol: On A Roll!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,82498713,35356591,117855304,2018,20181023
1727,Monster Energy Supercross - The Official Videogame,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,75715120,32449337,108164457,2018,20180213
1728,13 Sentinels: Aegis Rim,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,76579723,32819881,109399604,98179132,42076771,140255903,2020,20200908
1729,FINAL FANTASY XV POCKET EDITION HD,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,89442989,38332709,127775698,2018,20180906
1730,TOKYO GHOUL:re CALL to EXIST,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,64813275,27777118,92590393,83093942,35611690,118705632,2019,20191115
1731,Rain World ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,90225967,38668272,128894239,2017,20170328
1732,Project Nimbus: CODE MIRAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,-1,-1,-1,75223907,32238817,107462724,2018,20180514
1733,Sigi - A Fart for Melusina,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,75178151,32219208,107397359,2018,20180907
1734,Yakuza 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,-1,-1,-1,95701553,41014951,136716504,2010,20100318
1735,Castlevania Anniversary Collection,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,67917980,29107705,97025685,87074333,37317571,124391904,2019,20190516
1736,Immortal: Unchained,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,97272628,41688269,138960897,2018,20180907
1737,Defenders of Ekron - Definitive Edition,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,82338474,35287918,117626392,2018,20180807
1738,Pro Fishing Simulator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,82984332,35564714,118549046,2018,20181129
1739,DOOM VFR,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,-1,-1,-1,84263610,36112976,120376586,2017,20171201
1740,Shift Quantum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,76372780,32731192,109103972,2018,20180530
1741,Burly Men at Sea,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,100918608,43250832,144169440,2017,20170919
1742,Chicken Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,83970828,35987498,119958325,2018,20180629
1743,VRog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,90662494,38855354,129517848,2017,20170926
1744,Bastion,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,94122501,40338215,134460716,2011,20110720
1745,Just Deal With It!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,81227497,34811785,116039282,2018,20181113
1746,36 Fragments of Midnight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,78867080,33800177,112667257,2017,20171219
1747,Dungreed,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ET,76436174,32758360,109194535,97995095,41997898,139992993,2020,20201027
1748,DEAD OR ALIVE 6: Core Fighters,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,64668844,27715219,92384062,82908774,35532332,118441105,2019,20190301
1749,ACA NEOGEO THE LAST BLADE 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,-1,-1,-1,86871532,37230657,124102189,2018,20180215
1750,Biped,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,65944832,28262072,94206904,84544657,36233425,120778082,2020,20200918
1751,ACA NEOGEO PREHISTORIC ISLE 2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,98567746,42243320,140811065,2018,20180802
1752,Armello,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,92626498,39697071,132323569,2016,20160830
1753,The Council - Episode 3 - Ripples ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,-1,-1,-1,97987344,41994576,139981920,2018,20180726
1754,Life is Strange: Before the Storm Episode 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,-1,-1,-1,83400941,35743261,119144202,2017,20170831
1755,ACA NEOGEO METAL SLUG 3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,80936931,34687256,115624187,2017,20171221
1756,Knockout League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,99543609,42661547,142205156,2018,20180308
1757,Minefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,95649139,40992488,136641627,2018,20180321
1758,The Sims™ 4 Toddler Stuff,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,98686626,42294268,140980894,2018,20180522
1759,Call of Duty®: Modern Warfare 2 Campaign Remastered,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,65498113,28070620,93568733,83971940,35987974,119959914,2020,20200331
1760,Ys: Memories of Celceta,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,82812454,35491052,118303506,2012,20120927
1761,DCL - The Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,68322518,29281079,97603597,87592972,37539845,125132817,2020,20200219
1762,Owlboy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,98878102,42376329,141254431,2018,20180410
1763,VRobot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,95944291,41118982,137063273,2017,20170420
1764,Hero Defense,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,94328189,40426367,134754556,2018,20180816
1765,Flight of Light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,90134784,38629193,128763977,2017,20170803
1766,FINAL FANTASY IX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,75499732,32357028,107856760,96794528,41483369,138277897,2019,20190213
1767,GRID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,70861070,30369029,101230099,90847525,38934653,129782178,2019,20191011
1768,8-bit Adventure Anthology: Volume I,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,ET,-1,-1,-1,77498280,33213548,110711828,2017,20171031
1769,METAL SLUG XX,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,84485051,36207879,120692930,2018,20180529
1770,Citadel: Forged with Fire,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,74085324,31750853,105836176,94981184,40706222,135687405,2019,20191101
1771,Call of Duty: Warzone,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,78637099,33701614,112338714,100816794,43207198,144023992,2020,20200310
1772,My Baby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,96706209,41445518,138151727,2016,20160126
1773,DOOM 64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,59270812,25401776,84672588,75988220,32566380,108554600,2020,20200320
1774,JUMP FORCE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,73823318,31638565,105461884,94645280,40562263,135207543,2019,20190215
1775,Light Tracer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,81615143,34977918,116593061,2017,20170926
1776,Epic Dumpster Bear,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,63629654,27269852,90899507,81576480,34961349,116537829,2020,20200609
1777,Let's Create! Pottery VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,57641513,24703506,82345019,73899376,31671161,105570537,2020,20200612
1778,Destiny: The Taken King,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,75911626,32533554,108445180,2015,20150915
1779,"Haunted Dungeons ""Hyakki Castle""",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,93480369,40063015,133543384,2018,20180830
1780,LEGO The Incredibles,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,100628316,43126421,143754737,2018,20180713
1781,Gunvolt Chronicles: Luminous Avenger iX,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,72366560,31014240,103380800,92777641,39761846,132539487,2019,20190926
1782,God of War,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,-1,-1,-1,99740548,42745949,142486497,2018,20180420
1783,Hand of Fate 2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,83665085,35856465,119521550,2018,20181201
1784,Assassin's Creed Origins ,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,M,-1,-1,-1,74190510,31795933,105986443,2017,20171027
1785,Maize,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,87286848,37408649,124695497,2017,20170912
1786,Assassin's Creed Rogue Remastered,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,-1,-1,-1,88003402,37715744,125719145,2018,20180320
1787,Just Dance 2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,95332383,40856736,136189119,2018,20181025
1788,Invector,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,72883812,31235919,104119731,93440784,40046050,133486835,2019,20191210
1789,CODE VEIN,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M,64316735,27564315,91881051,82457353,35338866,117796219,2020,20200226
1790,Untitled Goose Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,64281699,27549299,91830997,82412434,35319614,117732048,2019,20191217
1791,DJMAX RESPECT,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,91115480,39049491,130164971,2018,20180306
1792,Black Mirror,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,78623815,33695921,112319736,2017,20171128
1793,NBA 2K20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,75716662,32449998,108166659,97072643,41602561,138675204,2019,20190906
1794,Far Cry 3 Classic Edition,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,M,-1,-1,-1,79109919,33904251,113014170,2018,20180626
1795,Trollhunters Defenders of Arcadia,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,71162691,30498296,101660987,91234219,39100380,130334599,2020,20200925
1796,Skelattack,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,58846097,25219756,84065853,75443714,32333020,107776734,2020,20200602
1797,Jolt Family Robot Racer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,89830739,38498888,128329627,2018,20180306
1798,TRANSFORMERS:BATTLEGROUNDS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,69150543,29635947,98786489,88654542,37994804,126649345,2020,20201023
1799,Super Pixel Racers ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,100593170,43111359,143704529,2018,20181031
1800,ACA NEOGEO SAMURAI SHODOWN V,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,81175301,34789415,115964716,2018,20180705
1801,Blasphemous,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M,60973739,26131602,87105342,78171460,33502054,111673515,2019,20190910
1802,Pirate Flight (VR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,99259880,42539949,141799829,2018,20180430
1803,Earthfall,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,97983469,41992915,139976384,2018,20180713
1804,White Noise 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,85762235,36755243,122517478,2017,20170901
1805,GRIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,61976396,26561313,88537709,79456918,34052965,113509883,2019,20191126
1806,Dead Land,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,92340795,39574627,131915422,2018,20180403
1807,The Council,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,-1,-1,-1,88195126,37797911,125993037,2018,20180313
1808,CLANNAD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,99083440,42464332,141547772,2015,20151123
1809,Ben 10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,91441648,39189278,130630925,2012,20121130
1810,Arcade Archives HEROIC EPISODE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,72880414,31234464,104114877,93436428,40044184,133480612,2019,20190226
1811,Subaeria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,99017479,42436062,141453541,2018,20180424
1812,The Legend of Heroes: Trails of Cold Steel ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,57890602,24810258,82700860,74218721,31808023,106026744,2019,20190326
1813,Knights of Valour,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,79249096,33963898,113212995,2017,20171116
